Sr.No.,Course,Job profession,Student,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,,,,,,,,,
,,Physicist,S1049,12,16,13,17,8,14,16,10,,,,,,,,,
,,Physicist,S1050,13,18,13,16,9,14,15,10,,,,,,,,,
22,,Mathematician,S1051,12,5,8,17,18,13,6,7,,,,,,,,,
,,Mathematician,S1052,13,5,9,17,18,12,7,6,,,,,,,,,
,,Mathematician,S1053,11,5,10,17,18,13,5,7,,,,,,,,,
,,Mathematician,S1054,14,6,5,17,18,11,8,8,,,,,,,,,
,,Mathematician,S1055,14,8,8,17,18,12,9,9,,,,,,,,,
,,Mathematician,S1056,12,9,8,17,18,13,6,10,,,,,,,,,
,,Mathematician,S1057,13,10,7,17,18,11,7,5,,,,,,,,,
,,Mathematician,S1058,11,5,7,17,18,12,5,7,,,,,,,,,
,,Mathematician,S1059,14,5,7,17,18,13,8,7,,,,,,,,,
,,Mathematician,S1060,12,6,8,17,18,11,9,7,,,,,,,,,
,,Mathematician,S1061,12,8,8,17,18,14,6,7,,,,,,,,,
,,Mathematician,S1062,13,9,8,17,18,13,7,7,,,,,,,,,
,,Mathematician,S1063,11,10,6,17,18,13,5,8,,,,,,,,,
,,Mathematician,S1064,14,5,7,17,18,13,8,8,,,,,,,,,
,,Mathematician,S1065,12,5,7,17,18,12,9,6,,,,,,,,,
,,Mathematician,S1066,12,6,7,17,18,13,6,7,,,,,,,,,
,,Mathematician,S1067,12,6,8,17,18,11,7,8,,,,,,,,,
,,Mathematician,S1068,12,6,8,18,18,14,5,9,,,,,,,,,
,,Mathematician,S1069,13,5,8,18,18,11,8,10,,,,,,,,,
,,Mathematician,S1070,11,5,9,18,18,11,9,5,,,,,,,,,
,,Mathematician,S1071,14,5,10,18,18,12,6,8,,,,,,,,,
,,Mathematician,S1072,13,8,5,18,18,13,7,8,,,,,,,,,
,,Mathematician,S1073,13,9,8,18,18,11,5,8,,,,,,,,,
,,Mathematician,S1074,13,10,8,18,18,14,8,6,,,,,,,,,
,,Mathematician,S1075,12,5,8,18,19,11,9,7,,,,,,,,,
,,Mathematician,S1076,13,7,9,18,19,11,6,8,,,,,,,,,
,,Mathematician,S1077,11,8,10,18,19,11,7,9,,,,,,,,,
,,Mathematician,S1078,14,9,5,18,19,11,5,10,,,,,,,,,
,,Mathematician,S1079,13,10,8,18,19,12,8,5,,,,,,,,,
,,Mathematician,S1080,13,5,8,16,19,13,9,9,,,,,,,,,
,,Mathematician,S1081,13,5,8,16,19,11,6,6,,,,,,,,,
,,Mathematician,S1082,13,5,7,16,19,14,7,7,,,,,,,,,
,,Mathematician,S1083,12,6,7,16,19,13,5,8,,,,,,,,,
,,Mathematician,S1084,13,7,7,16,19,13,8,9,,,,,,,,,
,,Mathematician,S1085,11,8,8,16,19,13,9,10,,,,,,,,,
,,Mathematician,S1086,14,9,8,16,19,13,6,5,,,,,,,,,
,,Mathematician,S1087,13,10,8,16,19,12,7,7,,,,,,,,,
,,Mathematician,S1088,14,5,7,16,19,13,5,8,,,,,,,,,
,,Mathematician,S1089,14,5,7,16,19,11,8,9,,,,,,,,,
,,Mathematician,S1090,14,6,7,16,19,14,9,10,,,,,,,,,
,,Mathematician,S1091,12,7,8,16,20,13,6,5,,,,,,,,,
,,Mathematician,S1092,13,8,8,16,20,13,7,9,,,,,,,,,
,,Mathematician,S1093,11,9,8,15,20,13,5,10,,,,,,,,,
,,Mathematician,S1094,14,10,9,15,20,13,8,10,,,,,,,,,
,,Mathematician,S1095,14,5,10,15,20,12,9,6,,,,,,,,,
,,Mathematician,S1096,14,8,5,15,20,13,6,7,,,,,,,,,
,,Mathematician,S1097,12,9,8,15,20,12,7,8,,,,,,,,,
,,Mathematician,S1098,13,10,9,15,20,13,5,9,,,,,,,,,
,,Mathematician,S1099,11,5,10,15,20,11,8,10,,,,,,,,,
,,Mathematician,S1100,14,5,5,15,20,14,9,5,,,,,,,,,
23,,Leader,S1101,11,9,11,16,5,20,18,7,,,,,,,,,
,,Leader,S1102,12,9,12,16,6,19,18,7,,,,,,,,,
,,Leader,S1103,12,6,13,16,7,18,18,6,,,,,,,,,
,,Leader,S1104,11,6,14,16,7,17,18,7,,,,,,,,,
,,Leader,S1105,14,6,14,15,8,16,18,8,,,,,,,,,
,,Leader,S1106,13,6,13,15,8,15,18,9,,,,,,,,,
,,Leader,S1107,11,6,12,15,5,19,18,10,,,,,,,,,
,,Leader,S1108,12,6,11,15,6,18,18,5,,,,,,,,,
,,Leader,S1109,12,6,11,15,7,17,18,7,,,,,,,,,
,,Leader,S1110,11,6,12,17,7,16,18,7,,,,,,,,,
,,Leader,S1111,14,6,13,17,8,15,18,7,,,,,,,,,
,,Leader,S1112,13,6,14,17,8,19,18,7,,,,,,,,,
,,Leader,S1113,11,6,14,17,5,18,19,8,,,,,,,,,
,,Leader,S1114,12,6,13,17,6,17,19,8,,,,,,,,,
,,Leader,S1115,12,6,12,17,7,16,19,8,,,,,,,,,
,,Leader,S1116,11,6,11,20,7,15,19,6,,,,,,,,,
,,Leader,S1117,14,6,11,20,8,19,19,7,,,,,,,,,
,,Leader,S1118,13,6,12,20,8,18,19,8,,,,,,,,,
,,Leader,S1119,11,6,13,20,5,17,19,9,,,,,,,,,
,,Leader,S1120,12,6,14,20,6,16,19,10,,,,,,,,,
,,Leader,S1121,12,6,14,17,7,15,19,5,,,,,,,,,
,,Leader,S1122,11,6,13,17,7,19,19,8,,,,,,,,,
,,Leader,S1123,14,6,12,17,8,18,19,8,,,,,,,,,
,,Leader,S1124,13,6,11,17,8,17,19,8,,,,,,,,,
,,Leader,S1125,11,8,11,17,5,16,19,8,,,,,,,,,
,,Leader,S1126,12,9,12,17,6,15,19,8,,,,,,,,,
,,Leader,S1127,12,10,13,17,7,19,19,8,,,,,,,,,
,,Leader,S1128,11,5,14,17,7,18,19,6,,,,,,,,,
,,Leader,S1129,14,8,14,18,8,17,17,7,,,,,,,,,
,,Leader,S1130,13,9,13,18,8,16,17,8,,,,,,,,,
,,Leader,S1131,11,10,12,18,5,15,17,9,,,,,,,,,
,,Leader,S1132,12,5,11,18,6,19,17,10,,,,,,,,,
,,Leader,S1133,12,8,11,18,7,18,17,5,,,,,,,,,
,,Leader,S1134,11,9,12,18,7,17,17,9,,,,,,,,,
,,Leader,S1135,14,10,13,15,8,16,17,9,,,,,,,,,
,,Leader,S1136,13,5,14,15,5,15,17,9,,,,,,,,,
,,Leader,S1137,11,5,14,15,6,19,17,9,,,,,,,,,
,,Leader,S1138,12,8,13,15,7,18,17,9,,,,,,,,,
,,Leader,S1139,12,9,12,15,7,17,17,9,,,,,,,,,
,,Leader,S1140,11,10,11,15,8,16,17,9,,,,,,,,,
,,Leader,S1141,14,5,11,15,8,15,17,6,,,,,,,,,
,,Leader,S1142,13,5,12,19,5,19,17,7,,,,,,,,,
,,Leader,S1143,11,5,13,19,6,18,17,8,,,,,,,,,
,,Leader,S1144,12,6,14,19,7,17,17,9,,,,,,,,,
,,Leader,S1145,12,7,14,19,7,16,17,10,,,,,,,,,
,,Leader,S1146,11,8,13,19,8,15,16,5,,,,,,,,,
,,Leader,S1147,14,9,12,19,8,19,16,10,,,,,,,,,
,,Leader,S1148,13,10,11,19,9,18,16,10,,,,,,,,,
,,Leader,S1149,12,5,13,19,9,17,16,10,,,,,,,,,
,,Leader,S1150,13,8,12,19,9,16,16,10,,,,,,,,,
24,,Manager,S1151,11,6,12,15,18,17,18,5,,,,,,,,,
,,Manager,S1152,12,7,12,16,18,18,17,6,,,,,,,,,
,,Manager,S1153,12,8,13,17,18,17,16,7,,,,,,,,,
,,Manager,S1154,11,9,13,18,18,16,15,8,,,,,,,,,
,,Manager,S1155,14,10,13,19,18,15,18,8,,,,,,,,,
,,Manager,S1156,13,5,14,20,18,15,17,9,,,,,,,,,
,,Manager,S1157,11,7,14,20,18,18,16,7,,,,,,,,,
,,Manager,S1158,12,7,14,19,18,17,15,5,,,,,,,,,
,,Manager,S1159,12,6,12,18,18,16,18,5,,,,,,,,,
,,Manager,S1160,11,7,12,17,18,15,17,6,,,,,,,,,
,,Manager,S1161,14,8,13,16,18,15,16,7,,,,,,,,,
,,Manager,S1162,13,9,13,15,18,18,15,8,,,,,,,,,
,,Manager,S1163,11,10,13,15,17,17,18,8,,,,,,,,,
,,Manager,S1164,12,5,14,16,16,16,17,9,,,,,,,,,
,,Manager,S1165,12,7,14,17,15,15,16,7,,,,,,,,,
,,Manager,S1166,11,7,14,18,15,15,15,5,,,,,,,,,
,,Manager,S1167,14,7,12,19,18,18,18,5,,,,,,,,,
,,Manager,S1168,13,6,12,20,17,17,17,6,,,,,,,,,
,,Manager,S1169,11,7,13,20,16,16,16,7,,,,,,,,,
,,Manager,S1170,12,6,13,19,15,15,15,8,,,,,,,,,
,,Manager,S1171,12,7,13,18,15,15,18,8,,,,,,,,,
,,Manager,S1172,11,8,14,17,18,18,17,9,,,,,,,,,
,,Manager,S1173,14,9,14,16,17,17,16,7,,,,,,,,,
,,Manager,S1174,13,10,14,15,16,16,15,5,,,,,,,,,
,,Manager,S1175,11,5,12,15,15,15,18,5,,,,,,,,,
,,Manager,S1176,12,7,12,16,15,15,17,6,,,,,,,,,
,,Manager,S1177,12,7,13,17,18,18,16,7,,,,,,,,,
,,Manager,S1178,11,7,13,18,17,17,15,8,,,,,,,,,
,,Manager,S1179,14,7,13,19,16,16,18,8,,,,,,,,,
,,Manager,S1180,13,6,14,20,15,15,17,9,,,,,,,,,
,,Manager,S1181,11,7,14,20,15,15,16,7,,,,,,,,,
,,Manager,S1182,12,8,14,19,18,18,15,5,,,,,,,,,
,,Manager,S1183,12,9,12,18,17,17,18,5,,,,,,,,,
,,Manager,S1184,11,10,12,17,16,16,17,6,,,,,,,,,
,,Manager,S1185,14,5,13,16,15,15,16,7,,,,,,,,,
,,Manager,S1186,13,7,13,15,15,15,15,8,,,,,,,,,
,,Manager,S1187,11,7,13,15,18,18,18,8,,,,,,,,,
,,Manager,S1188,12,7,14,16,17,17,17,9,,,,,,,,,
,,Manager,S1189,12,7,14,17,16,16,16,7,,,,,,,,,
,,Manager,S1190,11,7,14,18,15,15,15,5,,,,,,,,,
,,Manager,S1191,14,7,12,19,15,15,18,5,,,,,,,,,
,,Manager,S1192,13,6,12,20,15,18,17,6,,,,,,,,,
,,Manager,S1193,11,7,13,20,18,17,16,7,,,,,,,,,
,,Manager,S1194,12,8,13,19,17,16,15,8,,,,,,,,,
,,Manager,S1195,12,9,13,18,16,15,18,8,,,,,,,,,
,,Manager,S1196,11,10,14,17,15,18,17,9,,,,,,,,,
,,Manager,S1197,14,5,14,16,15,17,16,7,,,,,,,,,
,,Manager,S1198,13,7,14,15,16,16,15,5,,,,,,,,,
,,Manager,S1199,12,7,13,20,16,15,19,9,,,,,,,,,
,,Manager,S1200,13,7,14,19,16,15,18,9,,,,,,,,,
25,,Politician,S1201,12,5,11,19,6,20,17,5,,,,,,,,,
,,Politician,S1202,12,5,12,19,6,19,17,5,,,,,,,,,
,,Politician,S1203,13,6,12,19,6,18,17,5,,,,,,,,,
,,Politician,S1204,13,6,11,19,6,17,17,6,,,,,,,,,
,,Politician,S1205,13,7,14,19,6,16,17,6,,,,,,,,,
,,Politician,S1206,14,7,13,19,6,15,17,6,,,,,,,,,
,,Politician,S1207,14,8,11,19,6,19,17,5,,,,,,,,,
,,Politician,S1208,14,8,12,19,6,18,17,5,,,,,,,,,
,,Politician,S1209,12,9,12,19,6,17,17,5,,,,,,,,,
,,Politician,S1210,12,9,11,19,7,16,17,6,,,,,,,,,
,,Politician,S1211,13,10,14,19,8,15,17,6,,,,,,,,,
,,Politician,S1212,13,10,13,19,9,19,17,6,,,,,,,,,
,,Politician,S1213,13,5,11,19,10,18,17,5,,,,,,,,,
,,Politician,S1214,14,5,12,19,5,17,17,5,,,,,,,,,
,,Politician,S1215,14,6,12,19,8,16,17,5,,,,,,,,,
,,Politician,S1216,14,6,11,19,9,15,17,6,,,,,,,,,
,,Politician,S1217,12,7,14,19,10,19,17,6,,,,,,,,,
,,Politician,S1218,12,7,13,19,5,18,17,6,,,,,,,,,
,,Politician,S1219,13,8,11,19,5,17,17,5,,,,,,,,,
,,Politician,S1220,13,8,12,19,5,16,17,5,,,,,,,,,
,,Politician,S1221,13,9,12,19,5,15,17,5,,,,,,,,,
,,Politician,S1222,14,9,11,19,6,19,17,6,,,,,,,,,
,,Politician,S1223,14,10,14,19,7,18,17,6,,,,,,,,,
,,Politician,S1224,14,10,13,19,8,17,17,6,,,,,,,,,
,,Politician,S1225,12,5,11,19,9,16,18,5,,,,,,,,,
,,Politician,S1226,12,5,12,19,10,15,18,5,,,,,,,,,
,,Politician,S1227,13,6,12,19,5,19,18,5,,,,,,,,,
,,Politician,S1228,13,6,11,19,7,18,18,6,,,,,,,,,
,,Politician,S1229,13,7,14,19,7,17,18,6,,,,,,,,,
,,Politician,S1230,14,7,13,19,7,16,18,6,,,,,,,,,
,,Politician,S1231,14,8,11,19,7,15,18,5,,,,,,,,,
,,Politician,S1232,14,8,12,19,6,19,18,5,,,,,,,,,
,,Politician,S1233,12,9,12,19,7,18,18,5,,,,,,,,,
,,Politician,S1234,12,9,11,19,8,17,18,6,,,,,,,,,
,,Politician,S1235,13,10,14,19,9,16,18,6,,,,,,,,,
,,Politician,S1236,13,10,13,19,10,15,18,6,,,,,,,,,
,,Politician,S1237,13,5,12,19,5,19,18,5,,,,,,,,,
,,Politician,S1238,14,5,13,19,8,18,18,5,,,,,,,,,
,,Politician,S1239,14,6,12,19,8,17,15,5,,,,,,,,,
,,Politician,S1240,14,6,12,19,8,16,16,6,,,,,,,,,
,,Politician,S1241,12,7,12,19,8,15,18,6,,,,,,,,,
,,Politician,S1242,12,7,12,19,8,19,19,6,,,,,,,,,
,,Politician,S1243,13,8,12,19,6,18,16,5,,,,,,,,,
,,Politician,S1244,13,8,12,19,7,17,20,5,,,,,,,,,
,,Politician,S1245,13,9,12,19,8,16,19,5,,,,,,,,,
,,Politician,S1246,14,9,12,19,9,15,17,6,,,,,,,,,
,,Politician,S1247,14,10,12,19,10,19,15,6,,,,,,,,,
,,Politician,S1248,14,10,12,19,5,18,16,6,,,,,,,,,
,,Politician,S1249,13,7,12,19,8,17,20,5,,,,,,,,,
,,Politician,S1250,14,7,12,19,8,16,17,5,,,,,,,,,
26,,Social Worker,S1251,11,5,20,6,12,19,18,7,,,,,,,,,
,,Social Worker,S1252,11,5,20,7,12,19,18,7,,,,,,,,,
,,Social Worker,S1253,11,5,20,8,12,19,18,7,,,,,,,,,
,,Social Worker,S1254,11,5,20,9,12,19,18,7,,,,,,,,,
,,Social Worker,S1255,11,6,20,10,12,19,18,7,,,,,,,,,
,,Social Worker,S1256,11,7,20,5,12,19,18,7,,,,,,,,,
,,Social Worker,S1257,11,8,20,6,12,19,18,7,,,,,,,,,
,,Social Worker,S1258,11,9,20,6,12,19,18,7,,,,,,,,,
,,Social Worker,S1259,11,10,20,6,12,19,18,7,,,,,,,,,
,,Social Worker,S1260,11,5,20,6,12,19,18,7,,,,,,,,,
,,Social Worker,S1261,11,5,20,6,12,19,18,7,,,,,,,,,
,,Social Worker,S1262,11,5,20,6,12,19,18,7,,,,,,,,,
,,Social Worker,S1263,11,5,20,7,12,19,18,7,,,,,,,,,
,,Social Worker,S1264,11,6,20,8,12,19,18,7,,,,,,,,,
,,Social Worker,S1265,11,7,20,9,14,19,18,7,,,,,,,,,
,,Social Worker,S1266,11,8,20,10,14,19,18,7,,,,,,,,,
,,Social Worker,S1267,11,9,20,5,14,19,18,7,,,,,,,,,
,,Social Worker,S1268,12,10,20,8,14,18,17,7,,,,,,,,,
,,Social Worker,S1269,12,5,20,8,14,18,17,8,,,,,,,,,
,,Social Worker,S1270,12,6,20,6,14,18,17,9,,,,,,,,,
,,Social Worker,S1271,12,6,19,7,14,18,17,10,,,,,,,,,
,,Social Worker,S1272,12,6,19,8,14,18,17,5,,,,,,,,,
,,Social Worker,S1273,12,7,19,9,14,18,17,8,,,,,,,,,
,,Social Worker,S1274,12,8,19,10,14,18,17,8,,,,,,,,,
,,Social Worker,S1275,12,9,19,5,13,16,19,7,,,,,,,,,
,,Social Worker,S1276,12,10,19,7,13,16,19,8,,,,,,,,,
,,Social Worker,S1277,12,5,19,7,13,16,19,9,,,,,,,,,
,,Social Worker,S1278,12,6,19,7,13,16,19,10,,,,,,,,,
,,Social Worker,S1279,11,5,20,6,12,19,18,5,,,,,,,,,
,,Social Worker,S1280,11,5,20,6,12,19,18,8,,,,,,,,,
,,Social Worker,S1281,11,6,20,8,12,19,18,7,,,,,,,,,
,,Social Worker,S1282,11,7,20,8,12,18,18,7,,,,,,,,,
,,Social Worker,S1283,11,8,20,8,12,16,18,7,,,,,,,,,
,,Social Worker,S1284,11,9,20,8,14,16,18,8,,,,,,,,,
,,Social Worker,S1285,11,10,20,8,14,16,18,9,,,,,,,,,
,,Social Worker,S1286,11,5,20,8,14,16,18,10,,,,,,,,,
,,Social Worker,S1287,12,6,20,8,14,19,17,5,,,,,,,,,
,,Social Worker,S1288,12,6,20,8,14,18,17,8,,,,,,,,,
,,Social Worker,S1289,12,6,20,8,14,18,17,8,,,,,,,,,
,,Social Worker,S1290,12,6,19,8,14,18,17,8,,,,,,,,,
,,Social Worker,S1291,12,7,19,8,14,18,17,8,,,,,,,,,
,,Social Worker,S1292,12,8,19,8,14,18,17,8,,,,,,,,,
,,Social Worker,S1293,12,9,19,8,14,16,17,7,,,,,,,,,
,,Social Worker,S1294,14,10,15,9,12,16,18,8,,,,,,,,,
,,Social Worker,S1295,14,7,15,9,12,16,18,9,,,,,,,,,
,,Social Worker,S1296,14,8,15,9,12,16,18,10,,,,,,,,,
,,Social Worker,S1297,14,9,15,9,12,19,18,5,,,,,,,,,
,,Social Worker,S1298,12,10,15,9,12,19,18,8,,,,,,,,,
,,Social Worker,S1299,14,5,15,9,12,19,18,9,,,,,,,,,
,,Social Worker,S1300,14,8,15,9,12,19,18,9,,,,,,,,,
27,,Receptionist,S1301,19,18,12,13,5,20,11,6,,,,,,,,,
,,Receptionist,S1302,16,17,12,14,5,20,11,6,,,,,,,,,
,,Receptionist,S1303,15,16,12,12,5,20,11,6,,,,,,,,,
,,Receptionist,S1304,19,15,12,11,5,20,11,6,,,,,,,,,
,,Receptionist,S1305,20,16,12,14,5,20,11,6,,,,,,,,,
,,Receptionist,S1306,16,17,12,12,5,20,11,6,,,,,,,,,
,,Receptionist,S1307,15,18,12,13,5,20,11,6,,,,,,,,,
,,Receptionist,S1308,19,19,12,13,5,20,11,6,,,,,,,,,
,,Receptionist,S1309,19,18,12,14,5,20,11,6,,,,,,,,,
,,Receptionist,S1310,16,18,12,12,5,20,11,6,,,,,,,,,
,,Receptionist,S1311,15,17,12,11,5,20,11,6,,,,,,,,,
,,Receptionist,S1312,19,16,12,14,5,20,11,6,,,,,,,,,
,,Receptionist,S1313,20,15,12,12,5,20,11,6,,,,,,,,,
,,Receptionist,S1314,16,16,12,13,5,20,11,6,,,,,,,,,
,,Receptionist,S1315,15,17,12,13,5,20,11,6,,,,,,,,,
,,Receptionist,S1316,19,18,12,14,5,20,11,6,,,,,,,,,
,,Receptionist,S1317,19,19,12,12,5,20,11,6,,,,,,,,,
,,Receptionist,S1318,16,18,12,11,5,20,11,6,,,,,,,,,
,,Receptionist,S1319,15,18,11,14,6,19,12,7,,,,,,,,,
,,Receptionist,S1320,19,17,11,12,6,19,12,7,,,,,,,,,
,,Receptionist,S1321,20,16,11,13,6,19,12,7,,,,,,,,,
,,Receptionist,S1322,16,15,11,13,6,19,12,7,,,,,,,,,
,,Receptionist,S1323,15,16,11,14,6,19,12,7,,,,,,,,,
,,Receptionist,S1324,19,17,11,12,6,19,12,7,,,,,,,,,
,,Receptionist,S1325,19,18,11,11,6,19,12,7,,,,,,,,,
,,Receptionist,S1326,16,19,11,14,6,19,12,7,,,,,,,,,
,,Receptionist,S1327,15,16,11,12,6,19,12,7,,,,,,,,,
,,Receptionist,S1328,19,18,11,13,6,19,12,7,,,,,,,,,
,,Receptionist,S1329,20,17,12,13,8,20,13,6,,,,,,,,,
,,Receptionist,S1330,16,16,12,14,8,20,13,6,,,,,,,,,
,,Receptionist,S1331,15,15,12,12,8,20,13,6,,,,,,,,,
,,Receptionist,S1332,19,16,12,11,8,20,13,6,,,,,,,,,
,,Receptionist,S1333,19,17,12,14,8,20,13,6,,,,,,,,,
,,Receptionist,S1334,16,18,12,12,8,20,13,6,,,,,,,,,
,,Receptionist,S1335,15,19,12,13,8,20,13,6,,,,,,,,,
,,Receptionist,S1336,19,17,12,13,8,20,13,6,,,,,,,,,
,,Receptionist,S1337,20,18,12,14,8,20,13,6,,,,,,,,,
,,Receptionist,S1338,16,17,12,12,8,20,13,6,,,,,,,,,
,,Receptionist,S1339,15,16,12,11,8,20,13,6,,,,,,,,,
,,Receptionist,S1340,19,15,12,14,8,20,13,6,,,,,,,,,
,,Receptionist,S1341,19,16,12,12,8,20,13,6,,,,,,,,,
,,Receptionist,S1342,16,17,12,13,8,20,13,6,,,,,,,,,
,,Receptionist,S1343,15,18,12,13,8,20,13,6,,,,,,,,,
,,Receptionist,S1344,19,17,12,14,8,20,13,6,,,,,,,,,
,,Receptionist,S1345,20,16,12,12,8,20,13,6,,,,,,,,,
,,Receptionist,S1346,16,15,12,11,8,20,13,6,,,,,,,,,
,,Receptionist,S1347,15,16,12,14,8,20,13,6,,,,,,,,,
,,Receptionist,S1348,19,17,12,12,8,20,13,6,,,,,,,,,
,,Receptionist,S1349,18,18,12,13,8,20,13,6,,,,,,,,,
,,Receptionist,S1350,16,19,12,14,8,20,13,6,,,,,,,,,
28,,Sales Representative,S1351,19,5,11,15,6,18,11,6,,,,,,,,,
,,Sales Representative,S1352,18,5,14,20,6,18,11,6,,,,,,,,,
,,Sales Representative,S1353,17,5,13,18,6,18,11,5,,,,,,,,,
,,Sales Representative,S1354,16,5,12,17,5,18,11,5,,,,,,,,,
,,Sales Representative,S1355,15,5,11,20,5,18,11,7,,,,,,,,,
,,Sales Representative,S1356,20,5,14,20,5,18,11,7,,,,,,,,,
,,Sales Representative,S1357,19,5,13,15,5,18,11,6,,,,,,,,,
,,Sales Representative,S1358,18,5,12,20,6,18,11,6,,,,,,,,,
,,Sales Representative,S1359,17,5,11,18,6,18,11,5,,,,,,,,,
,,Sales Representative,S1360,16,5,14,17,6,18,11,5,,,,,,,,,
,,Sales Representative,S1361,15,5,13,20,6,18,11,7,,,,,,,,,
,,Sales Representative,S1362,19,6,12,15,6,18,11,7,,,,,,,,,
,,Sales Representative,S1363,18,6,11,20,6,18,11,6,,,,,,,,,
,,Sales Representative,S1364,17,6,14,18,6,18,11,6,,,,,,,,,
,,Sales Representative,S1365,16,6,13,17,6,18,11,5,,,,,,,,,
,,Sales Representative,S1366,15,6,12,20,6,18,11,5,,,,,,,,,
,,Sales Representative,S1367,20,5,11,20,6,18,11,7,,,,,,,,,
,,Sales Representative,S1368,19,5,14,20,6,18,11,8,,,,,,,,,
,,Sales Representative,S1369,18,5,13,15,6,18,11,9,,,,,,,,,
,,Sales Representative,S1370,17,5,12,20,6,18,11,7,,,,,,,,,
,,Sales Representative,S1371,16,5,11,18,6,18,11,10,,,,,,,,,
,,Sales Representative,S1372,15,5,14,17,5,18,11,7,,,,,,,,,
,,Sales Representative,S1373,19,5,13,20,5,18,11,7,,,,,,,,,
,,Sales Representative,S1374,18,5,12,20,5,18,11,8,,,,,,,,,
,,Sales Representative,S1375,17,5,11,20,5,18,11,9,,,,,,,,,
,,Sales Representative,S1376,16,5,14,15,5,18,11,7,,,,,,,,,
,,Sales Representative,S1377,15,5,13,20,6,18,11,10,,,,,,,,,
,,Sales Representative,S1378,20,5,12,18,6,18,11,7,,,,,,,,,
,,Sales Representative,S1379,19,5,11,17,6,18,11,7,,,,,,,,,
,,Sales Representative,S1380,18,5,14,20,6,18,11,8,,,,,,,,,
,,Sales Representative,S1381,17,5,13,20,7,18,11,9,,,,,,,,,
,,Sales Representative,S1382,16,5,12,20,7,18,11,7,,,,,,,,,
,,Sales Representative,S1383,15,5,11,15,7,18,11,10,,,,,,,,,
,,Sales Representative,S1384,19,5,14,20,7,18,11,7,,,,,,,,,
,,Sales Representative,S1385,18,5,13,18,7,18,11,7,,,,,,,,,
,,Sales Representative,S1386,17,5,12,17,7,18,11,7,,,,,,,,,
,,Sales Representative,S1387,16,7,11,16,7,17,11,8,,,,,,,,,
,,Sales Representative,S1388,15,7,14,16,7,17,11,9,,,,,,,,,
,,Sales Representative,S1389,20,7,13,16,7,17,11,7,,,,,,,,,
,,Sales Representative,S1390,19,7,12,16,7,17,12,10,,,,,,,,,
,,Sales Representative,S1391,18,7,11,15,7,17,12,7,,,,,,,,,
,,Sales Representative,S1392,17,7,14,20,7,17,12,8,,,,,,,,,
,,Sales Representative,S1393,16,7,13,18,7,17,12,9,,,,,,,,,
,,Sales Representative,S1394,15,6,12,17,7,17,12,7,,,,,,,,,
,,Sales Representative,S1395,15,6,11,16,7,17,12,10,,,,,,,,,
,,Sales Representative,S1396,17,5,14,15,7,17,12,7,,,,,,,,,
,,Sales Representative,S1397,18,5,13,20,7,17,12,8,,,,,,,,,
,,Sales Representative,S1398,19,7,12,18,7,17,12,8,,,,,,,,,
,,Sales Representative,S1399,20,7,13,17,7,17,12,8,,,,,,,,,
,,Sales Representative,S1400,15,7,12,16,7,17,12,8,,,,,,,,,
29,,Counselor,S1401,11,6,14,17,6,19,17,12,,,,,,,,,
,,Counselor,S1402,12,6,14,17,6,16,16,12,,,,,,,,,
,,Counselor,S1403,13,6,14,17,6,15,17,12,,,,,,,,,
,,Counselor,S1404,14,6,14,17,6,17,19,12,,,,,,,,,
,,Counselor,S1405,13,5,14,17,5,18,17,12,,,,,,,,,
,,Counselor,S1406,12,5,14,15,5,19,16,12,,,,,,,,,
,,Counselor,S1407,11,6,14,16,6,19,17,12,,,,,,,,,
,,Counselor,S1408,11,6,14,18,6,16,19,12,,,,,,,,,
,,Counselor,S1409,12,6,14,19,6,15,17,12,,,,,,,,,
,,Counselor,S1410,13,6,14,20,5,17,17,13,,,,,,,,,
,,Counselor,S1411,14,6,14,17,5,18,16,13,,,,,,,,,
,,Counselor,S1412,13,5,14,15,6,19,17,13,,,,,,,,,
,,Counselor,S1413,12,5,14,16,6,19,19,13,,,,,,,,,
,,Counselor,S1414,11,5,14,18,5,16,16,13,,,,,,,,,
,,Counselor,S1415,13,5,14,19,5,15,17,13,,,,,,,,,
,,Counselor,S1416,13,5,14,20,5,17,19,13,,,,,,,,,
,,Counselor,S1417,11,5,14,17,5,18,17,13,,,,,,,,,
,,Counselor,S1418,12,5,14,15,5,18,16,13,,,,,,,,,
,,Counselor,S1419,13,5,14,16,5,18,17,13,,,,,,,,,
,,Counselor,S1420,14,6,14,18,5,19,19,14,,,,,,,,,
,,Counselor,S1421,13,6,14,19,5,16,16,14,,,,,,,,,
,,Counselor,S1422,12,5,14,20,5,15,17,14,,,,,,,,,
,,Counselor,S1423,11,5,14,17,5,17,19,14,,,,,,,,,
,,Counselor,S1424,14,5,14,17,5,18,17,14,,,,,,,,,
,,Counselor,S1425,11,8,14,17,5,16,17,14,,,,,,,,,
,,Counselor,S1426,12,7,14,15,8,16,16,14,,,,,,,,,
,,Counselor,S1427,13,9,14,16,5,19,17,14,,,,,,,,,
,,Counselor,S1428,14,8,14,18,8,16,19,14,,,,,,,,,
,,Counselor,S1429,13,8,14,19,7,15,17,14,,,,,,,,,
,,Counselor,S1430,12,8,14,20,9,17,20,14,,,,,,,,,
,,Counselor,S1431,11,8,14,20,8,18,16,14,,,,,,,,,
